split,idx,y,lon,lat,date
train,2432,1,14.110987,41.21482,2019-08-06
train,2433,1,14.433194,40.983234,2019-07-24
train,2434,1,13.134296,38.033028,2019-08-06
train,2435,1,13.778711,37.22751,2019-07-01
train,2436,1,8.764363,39.503098,2019-08-14
train,2437,1,12.832228,37.781303,2019-08-25
train,2438,1,16.215403,39.724613,2019-06-20
train,2439,1,14.060642,37.378544,2019-08-07
train,2440,1,15.85292,38.043095,2019-07-07
train,2441,1,15.701884,38.133717,2019-09-30
train,2442,1,13.758573,37.51951,2019-09-15
train,2443,1,17.030989,39.060062,2019-09-20
train,2444,1,16.306023,39.795097,2019-08-01
train,2445,1,13.708228,37.469166,2019-09-15
train,2446,1,16.457058,38.86875,2019-08-28
train,2447,1,8.683811,40.25827,2019-09-13
train,2448,1,14.513746,37.15703,2019-06-11
train,2449,1,12.620779,37.71082,2019-08-17
train,2450,1,14.4029875,37.267784,2019-07-07
train,2451,1,13.849194,37.539646,2019-08-09
train,2452,1,13.285332,38.08337,2019-08-01
train,2453,1,13.627676,37.51951,2019-08-03
train,2454,1,14.241883,37.20737,2019-07-07
train,2455,1,12.61071,37.71082,2019-06-23
train,2456,1,12.791952,37.972614,2019-08-01
train,2457,1,14.433194,37.267784,2019-07-24
train,2458,1,14.644643,37.12682,2019-06-22
train,2459,1,9.338294,42.372753,2019-02-23
train,2460,1,13.738435,37.449028,2019-10-01
train,2461,1,14.292229,37.28792,2019-07-13
train,2462,1,13.949883,37.650406,2019-09-12
train,2463,1,13.315538,37.620197,2019-07-12
train,2464,1,13.365883,38.063232,2019-08-01
train,2465,1,13.637746,37.549717,2019-08-01
train,2466,1,14.775539,37.167095,2019-08-14
train,2467,1,14.030436,37.22751,2019-07-21
train,2468,1,17.01085,39.009716,2019-08-02
train,2469,1,13.718297,37.257717,2019-06-11
train,2470,1,9.418846,42.775513,2019-02-23
train,2471,1,8.734157,40.379097,2019-10-21
train,2472,1,14.604366,37.09661,2019-08-09
train,2473,1,9.6605015,40.610683,2019-08-13
train,2474,1,14.191539,41.194683,2019-08-12
train,2475,1,13.748504,37.489304,2019-08-22
train,2476,1,14.654712,40.812065,2019-09-19
train,2477,1,8.603259,40.318684,2019-09-15
train,2478,1,15.842851,39.845444,2019-08-21
train,2479,1,13.708228,37.539646,2019-10-19
train,2480,1,13.0336075,37.90213,2019-08-06
train,2481,1,13.436366,37.922268,2019-08-11
train,2482,1,13.758573,37.438957,2019-08-23
train,2483,1,14.251953,37.22751,2019-08-11
train,2484,1,14.976918,37.177166,2019-07-04
train,2485,1,13.778711,37.438957,2019-08-13
train,2486,1,14.322435,41.124203,2019-08-17
train,2487,1,14.392919,37.348335,2019-08-13
train,2488,1,14.664781,40.781857,2019-08-09
train,2489,1,15.883126,39.825302,2019-09-14
train,2490,1,12.993331,37.952477,2019-08-27
train,2491,1,13.325607,38.01289,2019-08-02
train,2492,1,15.711953,38.133717,2019-08-04
train,2493,1,14.664781,37.066406,2019-08-07
train,2494,1,14.231814,41.184616,2019-07-15
train,2495,1,14.392919,41.124203,2019-08-11
train,2496,1,15.832781,38.28475,2019-03-07
train,2497,1,14.070711,37.388615,2019-08-18
train,2498,1,16.426851,41.013443,2006-07-13
train,2499,1,16.608091,40.389168,2006-08-29
train,2500,1,16.608091,40.318684,2006-08-30
train,2501,1,16.33623,40.36903,2006-08-29
train,2502,1,12.882572,42.221718,2007-09-24
train,2503,1,15.862988,41.80889,2007-07-23
train,2504,1,13.909608,41.50682,2007-08-04
train,2505,1,14.86616,40.73151,2007-08-24
train,2506,1,13.667953,41.416203,2007-08-17
train,2507,1,16.53761,40.560337,2007-08-07
train,2508,1,14.997057,41.53703,2007-08-09
train,2509,1,14.352642,41.375927,2007-07-22
train,2510,1,13.909608,41.365856,2007-07-16
train,2511,1,13.818987,41.5471,2007-07-23
train,2512,1,14.010298,41.466545,2007-07-23
train,2513,1,13.909608,42.282135,2007-07-23
train,2514,1,15.510574,40.36903,2007-08-20
train,2515,1,13.718297,41.32558,2007-07-22
train,2516,1,16.205334,40.107235,2007-08-28
train,2517,1,15.631402,40.379097,2007-08-25
train,2518,1,16.064367,41.899513,2007-06-25
train,2519,1,16.215403,41.13427,2007-06-24
train,2520,1,13.516918,41.375927,2007-08-25
train,2521,1,14.463401,41.72834,2007-08-26
train,2522,1,13.526987,42.845997,2007-08-27
train,2523,1,13.0034,41.53703,2007-08-26
train,2524,1,14.906436,41.758545,2007-07-22
train,2525,1,14.664781,41.969994,2007-07-22
train,2526,1,14.523815,41.788754,2007-06-22
train,2527,1,15.6817465,41.677994,2007-07-23
train,2528,1,13.094021,41.476616,2007-07-18
train,2529,1,15.299126,41.104065,2007-07-20
train,2530,1,15.289057,40.268337,2007-08-21
train,2531,1,15.45016,41.8391,2007-08-17
train,2532,1,15.661609,41.758545,2007-08-24
train,2533,1,13.083952,41.496754,2007-07-23
train,2534,1,12.278434,44.013996,2007-07-21
train,2535,1,14.543953,41.043648,2007-07-18
train,2536,1,14.825884,40.721443,2007-08-25
train,2537,1,13.78878,42.241856,2007-07-16
train,2538,1,16.598022,40.379097,2007-07-26
train,2539,1,13.818987,41.33565,2007-07-25
train,2540,1,13.224917,41.50682,2007-07-23
train,2541,1,13.386021,41.42627,2007-07-24
train,2542,1,14.554022,41.093994,2007-07-23
train,2543,1,12.238158,43.540756,2007-07-20
train,2544,1,15.7723675,41.708202,2007-07-21
train,2545,1,11.674295,43.419926,2007-07-20
train,2546,1,16.366436,40.14751,2007-08-29
train,2547,1,15.742161,41.72834,2007-07-21
train,2548,1,15.732092,41.788754,2007-07-21
train,2549,1,13.667953,41.305443,2007-07-23
train,2550,1,15.85292,41.708202,2007-07-21
train,2551,1,13.970021,42.20158,2007-08-29
train,2552,1,13.496779,42.835926,2007-08-30
train,2553,1,14.070711,42.20158,2007-07-22
train,2554,1,13.386021,42.82586,2007-07-20
train,2555,1,12.8523655,43.30917,2007-07-20
train,2556,1,12.983262,43.419926,2007-07-09
train,2557,1,14.503677,40.993305,2007-08-17
train,2558,1,14.634574,41.093994,2007-07-18
train,2559,1,14.423125,41.06379,2007-08-24
train,2560,1,15.7723675,41.798824,2007-07-23
train,2561,1,13.406159,41.385994,2007-08-05
train,2562,1,14.654712,40.963097,2007-08-28
train,2563,1,14.614435,40.983234,2007-08-28
train,2564,1,15.94354,41.758545,2007-08-25
train,2565,1,12.731538,42.20158,2007-07-10
train,2566,1,13.526987,41.486683,2007-07-16
train,2567,1,16.487265,40.530132,2008-06-19
train,2568,1,16.316092,40.17772,2008-07-20
train,2569,1,15.832781,41.788754,2008-08-14
train,2570,1,15.017195,41.597443,2008-08-14
train,2571,1,16.577885,40.52006,2008-08-15
train,2572,1,16.547678,40.36903,2008-08-15
train,2573,1,16.567816,40.399235,2008-09-06
train,2574,1,10.65733,44.034134,2008-09-27
train,2575,1,15.631402,41.64779,2009-06-15
train,2576,1,14.513746,40.973167,2009-09-06
train,2577,1,10.274709,44.034134,2009-09-09
train,2578,1,9.630295,44.245583,2009-09-09
train,2579,1,13.496779,41.315514,2009-08-20
train,2580,1,10.697606,43.732063,2009-08-21
train,2581,1,14.523815,41.043648,2009-08-01
train,2582,1,10.345192,43.933445,2009-08-13
train,2583,1,16.215403,41.13427,2009-06-14
train,2584,1,16.386574,40.92282,2009-06-15
train,2585,1,15.732092,41.597443,2009-06-14
train,2586,1,10.526433,43.70186,2009-09-07
train,2587,1,10.707675,43.732063,2009-09-05
train,2588,1,9.630295,44.255653,2009-08-27
train,2589,1,13.970021,41.385994,2009-09-05
train,2590,1,16.195265,41.14434,2010-08-16
train,2591,1,13.476642,41.365856,2010-08-20
train,2592,1,12.7617445,42.181442,2010-07-11
train,2593,1,11.14064,42.89634,2010-07-24
train,2594,1,14.4936075,41.05372,2011-08-20
train,2595,1,13.466573,41.315514,2011-08-21
train,2596,1,13.98009,41.45648,2011-07-15
train,2597,1,15.85292,41.043648,2011-07-15
train,2598,1,15.530712,40.52006,2011-08-23
train,2599,1,13.426297,41.45648,2011-08-21
train,2600,1,13.083952,43.369583,2011-09-01
train,2601,1,13.406159,41.375927,2011-10-01
train,2602,1,13.063814,41.53703,2011-09-15
train,2603,1,14.634574,40.963097,2011-09-01
train,2604,1,13.265193,41.557167,2011-08-22
train,2605,1,13.78878,41.305443,2011-08-21
train,2606,1,14.604366,41.073856,2011-09-01
train,2607,1,13.597469,41.71827,2011-09-13
train,2608,1,13.224917,41.45648,2011-09-16
train,2609,1,14.47347,41.073856,2011-08-21
train,2610,1,10.355261,43.933445,2011-08-24
train,2611,1,13.537056,41.496754,2011-10-02
train,2612,1,13.516918,41.50682,2011-09-16
train,2613,1,13.808918,41.34572,2011-09-09
train,2614,1,13.929746,41.35579,2011-09-12
train,2615,1,16.24561,40.399235,2011-10-05
train,2616,1,15.248781,41.23496,2011-09-04
train,2617,1,14.523815,41.083927,2011-09-16
train,2618,1,15.278988,41.275234,2011-09-10
train,2619,1,14.503677,40.993305,2011-08-17
train,2620,1,13.245055,41.5471,2011-08-23
train,2621,1,12.751676,42.171375,2011-10-08
train,2622,1,11.915951,42.21165,2011-10-04
train,2623,1,12.781883,41.899513,2012-08-04
train,2624,1,12.751676,42.20158,2012-08-16
train,2625,1,13.073883,42.31234,2012-08-23
train,2626,1,16.53761,40.509995,2012-07-30
train,2627,1,13.073883,41.8391,2012-08-03
train,2628,1,13.547125,41.32558,2012-08-23
train,2629,1,15.15816,40.620754,2012-08-04
train,2630,1,16.507402,40.58048,2012-08-08
train,2631,1,12.81209,41.929718,2012-08-07
train,2632,1,15.65154,40.379097,2012-08-18
train,2633,1,12.701331,42.553997,2012-08-18
train,2634,1,13.013469,42.040478,2012-08-04
train,2635,1,14.684918,41.05372,2012-07-17
train,2636,1,12.077055,42.936615,2012-08-09
train,2637,1,16.577885,40.399235,2012-08-25
train,2638,1,16.094574,41.03358,2012-07-10
train,2639,1,14.926574,40.963097,2012-08-18
train,2640,1,13.728366,41.34572,2012-07-17
train,2641,1,14.543953,41.295372,2012-07-13
train,2642,1,13.647815,41.42627,2012-08-17
train,2643,1,13.667953,41.577305,2012-07-15
train,2644,1,16.598022,40.318684,2012-07-30
train,2645,1,10.919123,43.369583,2012-07-12
train,2646,1,15.963677,41.849167,2012-08-05
train,2647,1,16.557747,40.509995,2012-07-30
train,2648,1,16.215403,41.13427,2012-07-10
train,2649,1,10.909054,43.027237,2012-07-18
train,2650,1,16.457058,40.389168,2012-07-13
train,2651,1,11.14064,43.319237,2012-07-10
train,2652,1,12.570435,42.69496,2012-07-19
train,2653,1,12.721469,42.594273,2012-07-19
train,2654,1,12.278434,42.553997,2012-07-28
train,2655,1,14.664781,41.949856,2012-08-30
train,2656,1,13.919677,42.302273,2012-08-24
train,2657,1,16.497334,40.52006,2012-07-21
train,2658,1,16.275816,40.58048,2012-07-16
train,2659,1,15.228642,41.295372,2012-08-24
train,2660,1,16.587954,40.35896,2012-08-25
train,2661,1,12.892641,42.01027,2013-04-20
train,2662,1,13.516918,41.305443,2013-07-25
train,2663,1,16.104643,41.13427,2013-06-18
train,2664,1,16.557747,40.560337,2014-08-11
train,2665,1,13.486711,41.365856,2015-07-28
train,2666,1,13.456504,41.315514,2015-08-01
train,2667,1,14.705056,41.083927,2015-07-17
train,2668,1,14.815815,40.721443,2015-07-17
train,2669,1,13.798849,41.315514,2015-08-04
train,2670,1,13.506848,41.33565,2015-08-06
train,2671,1,13.818987,41.51689,2015-07-22
train,2672,1,13.818987,41.5471,2015-08-07
train,2673,1,14.010298,41.486683,2015-04-21
train,2674,1,13.768642,41.52696,2015-07-22
train,2675,1,14.503677,41.073856,2015-07-03
train,2676,1,13.265193,41.42627,2015-08-05
train,2677,1,15.581057,40.983234,2015-07-17
train,2678,1,12.751676,42.20158,2016-08-27
train,2679,1,13.990159,41.42627,2016-08-23
train,2680,1,7.9789834,43.933445,2016-09-06
train,2681,1,13.939815,41.365856,2016-08-11
train,2682,1,13.919677,41.486683,2016-08-23
train,2683,1,13.5874,41.375927,2016-08-27
train,2684,1,10.808364,44.124756,2016-12-09
train,2685,1,13.224917,41.50682,2016-08-07
train,2686,1,13.959952,41.45648,2016-08-23
train,2687,1,9.47926,44.396618,2017-03-09
train,2688,1,11.090296,44.29593,2017-08-28
train,2689,1,15.047401,40.681168,2017-07-15
train,2690,1,9.640364,44.27579,2017-08-03
train,2691,1,16.24561,40.389168,2017-08-08
train,2692,1,7.9286385,43.96365,2017-01-16
train,2693,1,13.094021,42.4231,2017-08-23
train,2694,1,13.808918,41.34572,2017-08-28
train,2695,1,14.755402,40.73151,2017-08-09
train,2696,1,12.892641,41.71827,2017-08-12
train,2697,1,12.097193,42.090824,2017-08-28
train,2698,1,15.34947,40.409306,2017-08-26
train,2699,1,14.020367,41.486683,2017-08-21
train,2700,1,10.224364,44.094547,2017-08-26
train,2701,1,13.808918,42.080753,2017-08-27
train,2702,1,10.929192,43.37965,2017-07-16
train,2703,1,14.191539,41.476616,2017-08-26
train,2704,1,10.909054,43.86296,2017-08-25
train,2705,1,16.487265,40.389168,2017-08-13
train,2706,1,11.050019,43.19841,2017-08-05
train,2707,1,13.929746,41.396065,2017-08-08
train,2708,1,15.15816,40.993305,2017-08-01
train,2709,1,13.567263,41.607513,2017-08-09
train,2710,1,13.446435,41.375927,2017-07-13
train,2711,1,14.795677,40.721443,2017-08-16
train,2712,1,13.194711,41.748478,2017-08-15
train,2713,1,15.208505,40.812065,2017-08-25
train,2714,1,16.03416,41.889442,2017-07-23
train,2715,1,15.792505,41.557167,2017-07-10
train,2716,1,12.802021,42.362686,2017-08-23
train,2717,1,13.88947,42.23179,2017-07-09
train,2718,1,16.43692,40.197857,2017-08-15
train,2719,1,15.480368,40.973167,2017-08-30
train,2720,1,13.708228,41.51689,2017-08-12
train,2721,1,13.476642,41.375927,2017-08-09
train,2722,1,13.537056,41.32558,2017-07-06
train,2723,1,13.063814,42.362686,2017-08-07
train,2724,1,14.825884,40.76172,2017-07-10
train,2725,1,12.7114,43.711926,2017-07-06
train,2726,1,12.741607,42.241856,2017-06-14
train,2727,1,15.218574,41.305443,2017-08-23
train,2728,1,13.295401,41.688065,2017-07-05
train,2729,1,12.459676,42.10089,2017-07-15
train,2730,1,13.808918,41.285305,2017-07-15
train,2731,1,13.68809,41.315514,2017-08-30
train,2732,1,14.835953,41.003372,2017-08-28
train,2733,1,13.496779,41.496754,2017-07-18
train,2734,1,13.708228,41.69813,2017-08-28
train,2735,1,15.601195,40.95303,2017-08-26
train,2736,1,13.184642,41.597443,2017-08-28
train,2737,1,14.624505,41.275234,2017-07-20
train,2738,1,13.506848,41.688065,2017-08-23
train,2739,1,11.009744,43.943512,2017-07-15
train,2740,1,15.540781,40.46972,2017-07-08
train,2741,1,13.466573,41.42627,2017-08-14
train,2742,1,15.782436,41.667927,2017-08-25
train,2743,1,14.815815,40.73151,2017-07-19
train,2744,1,16.547678,40.55027,2017-07-21
train,2745,1,14.533884,41.013443,2017-07-11
train,2746,1,13.245055,41.43634,2017-10-04
train,2747,1,13.164504,42.63455,2017-08-27
train,2748,1,13.758573,41.51689,2017-08-21
train,2749,1,13.547125,41.40613,2017-08-14
train,2750,1,14.523815,41.043648,2017-08-19
train,2751,1,10.788226,43.158134,2017-08-02
train,2752,1,14.745333,40.87248,2017-08-09
train,2753,1,14.483539,41.35579,2017-08-30
train,2754,1,14.684918,40.832203,2017-08-06
train,2755,1,12.892641,42.01027,2017-08-17
train,2756,1,13.597469,41.72834,2017-08-02
train,2757,1,14.755402,40.74158,2017-07-10
train,2758,1,14.47347,41.295372,2017-08-07
train,2759,1,13.063814,42.41303,2017-08-17
train,2760,1,14.614435,41.083927,2017-08-05
train,2761,1,15.319263,40.46972,2017-08-27
train,2762,1,12.620779,42.453304,2017-08-21
train,2763,1,13.023539,41.869305,2017-08-24
train,2764,1,14.4936075,40.983234,2017-07-10
train,2765,1,13.547125,41.496754,2017-08-10
train,2766,1,7.9689145,44.094547,2017-01-17
train,2767,1,15.5911255,40.489857,2017-08-15
train,2768,1,15.55085,40.35896,2017-07-04
train,2769,1,16.567816,40.560337,2017-08-10
train,2770,1,12.993331,42.030407,2017-08-06
train,2771,1,13.285332,41.738407,2017-07-12
train,2772,1,13.557194,41.34572,2017-07-11
train,2773,1,13.063814,41.849167,2017-07-07
train,2774,1,12.993331,41.557167,2017-08-01
train,2775,1,13.698159,42.161304,2017-08-28
train,2776,1,7.364776,43.87303,2017-08-12
train,2777,1,13.949883,41.50682,2017-08-23
train,2778,1,14.523815,41.788754,2017-08-14
train,2779,1,15.862988,41.818962,2017-07-09
train,2780,1,13.708228,41.315514,2017-08-10
train,2781,1,12.328779,42.090824,2017-06-19
train,2782,1,15.178298,41.375927,2017-08-30
train,2783,1,10.355261,43.933445,2017-08-13
train,2784,1,9.720916,44.26572,2017-07-15
train,2785,1,15.621333,41.02351,2017-08-23
train,2786,1,15.329332,41.06379,2017-08-26
train,2787,1,13.667953,41.375927,2017-08-28
train,2788,1,13.808918,41.295372,2017-08-17
train,2789,1,14.936643,40.92282,2017-10-14
train,2790,1,13.446435,41.315514,2017-08-09
train,2791,1,15.762299,41.104065,2017-06-25
train,2792,1,12.540228,42.12103,2017-08-03
train,2793,1,12.993331,42.332478,2017-08-24
train,2794,1,13.657884,41.557167,2017-08-03
train,2795,1,14.000228,41.446407,2017-10-03
train,2796,1,13.678021,41.607513,2017-08-16
train,2797,1,14.876229,40.781857,2017-07-10
train,2798,1,15.7723675,41.688065,2017-08-10
train,2799,1,14.86616,40.73151,2017-08-18
train,2800,1,14.654712,40.94296,2017-08-20
train,2801,1,13.245055,41.51689,2017-07-20
train,2802,1,13.869331,41.45648,2017-08-30
train,2803,1,12.399261,42.171375,2017-08-07
train,2804,1,14.624505,40.84227,2017-06-11
train,2805,1,13.083952,41.486683,2017-07-09
train,2806,1,13.114159,41.53703,2017-07-20
train,2807,1,13.456504,41.50682,2017-08-29
train,2808,1,13.255124,41.52696,2017-07-14
train,2809,1,13.637746,41.385994,2017-08-26
train,2810,1,12.781883,42.181442,2018-04-24
train,2811,1,13.436366,41.375927,2018-07-14
train,2812,1,10.546571,43.742134,2018-09-23
train,2813,1,16.205334,41.13427,2018-07-18
train,2814,1,13.406159,41.385994,2019-07-24
train,2815,1,13.526987,41.446407,2019-08-13
train,2816,1,14.755402,40.751648,2019-08-27
train,2817,1,13.909608,41.375927,2019-08-23
train,2818,1,10.244502,44.064342,2019-02-23
train,2819,1,14.805746,41.82903,2019-08-20
train,2820,1,13.708228,41.305443,2019-08-22
train,2821,1,16.497334,40.399235,2019-08-17
train,2822,1,13.949883,41.42627,2019-09-12
train,2823,1,11.885744,42.302273,2019-08-02
train,2824,1,13.466573,41.34572,2019-08-06
train,2825,1,10.596916,43.97372,2019-03-29
train,2826,1,14.453332,41.073856,2019-08-18
train,2827,1,10.576778,43.721996,2019-02-24
train,2828,1,16.205334,40.328754,2019-08-18
train,2829,1,13.255124,41.42627,2019-09-15
train,2830,1,15.883126,41.043648,2019-08-20
train,2831,1,13.0034,41.5471,2019-08-20
train,2832,1,13.245055,41.72834,2019-09-09
train,2833,1,14.835953,40.781857,2019-08-25
train,2834,1,10.667398,44.05427,2019-02-26
train,2835,1,14.47347,40.993305,2019-08-22
train,2836,1,8.875122,44.547653,2019-02-23
train,2837,1,15.913333,41.788754,2019-02-28
train,2838,1,16.517471,40.499924,2019-08-11
train,2839,1,3.5989804,43.560894,2006-07-31
train,2840,1,2.9042215,42.352615,2006-08-05
train,2841,1,2.8438077,42.282135,2006-08-03
train,2842,1,5.6329126,43.500477,2006-05-29
train,2843,1,6.5290513,43.440063,2006-08-11
train,2844,1,-0.6803325,39.59372,2006-07-20
train,2845,1,5.56243,44.144894,2006-08-11
train,2846,1,-0.19702183,38.848614,2006-09-13
train,2847,1,3.6392565,43.52062,2006-06-01
train,2848,1,3.065325,42.12103,2006-08-04
train,2849,1,6.609603,43.470272,2007-06-25
train,2850,1,6.7304306,43.540756,2007-07-15
train,2851,1,6.287396,43.67165,2007-07-23
train,2852,1,6.8713965,43.540756,2007-07-03
train,2853,1,5.7738786,43.289032,2007-07-08
train,2854,1,2.8236697,42.82586,2007-07-24
train,2855,1,7.1029825,44.064342,2007-07-25
train,2856,1,-0.21715976,40.17772,2007-08-27
train,2857,1,0.88035816,41.13427,2007-09-05
train,2858,1,6.2571893,43.68172,2008-08-07
train,2859,1,2.672635,43.158134,2008-08-27
train,2860,1,2.8337386,43.08765,2008-08-27
train,2861,1,-0.44874611,39.815235,2009-07-22
train,2862,1,1.3636688,41.255096,2009-08-14
train,2863,1,0.024495553,38.77813,2009-07-23
train,2864,1,0.33663368,40.93289,2009-07-19
train,2865,1,-0.16681491,40.016613,2009-07-22
train,2866,1,3.1962216,44.044205,2009-09-06
train,2867,1,-0.3178495,39.019787,2010-09-06
train,2868,1,2.9747043,42.080753,2010-07-27
train,2869,1,3.075394,43.178272,2010-07-28
train,2870,1,3.9513946,43.732063,2010-08-29
train,2871,1,3.1861527,39.69441,2010-08-22
train,2872,1,3.0250492,42.362686,2011-08-12
train,2873,1,3.2767735,39.684338,2011-07-05
train,2874,1,2.9646354,42.39289,2011-05-22
train,2875,1,-0.3178495,38.919098,2011-04-07
train,2876,1,-0.116470054,38.75799,2011-04-08
train,2877,1,0.014426582,40.36903,2011-10-07
train,2878,1,3.2969115,43.530685,2011-09-21
train,2879,1,3.2465665,43.510548,2011-08-12
train,2880,1,2.8136008,42.835926,2011-08-08
train,2881,1,1.1924963,41.295372,2011-07-18
train,2882,1,2.7632558,43.329308,2011-10-08
train,2883,1,-0.5997807,39.301716,2012-05-22
train,2884,1,2.9444973,42.030407,2012-08-23
train,2885,1,1.6858759,41.265167,2012-06-11
train,2886,1,-0.3077805,38.878822,2012-06-11
train,2887,1,-0.841436,39.27151,2012-06-27
train,2888,1,0.6487718,40.95303,2012-05-14
train,2889,1,-0.89178085,39.654133,2012-09-22
train,2890,1,2.5618765,42.63455,2012-07-20
train,2891,1,2.008083,41.969994,2012-07-18
train,2892,1,2.9545662,42.382824,2012-07-21
train,2893,1,5.0388436,43.721996,2012-08-25
train,2894,1,-0.36819434,38.647236,2012-08-19
train,2895,1,2.5920835,43.339375,2012-07-18
train,2896,1,2.9948423,42.10089,2013-11-10
train,2897,1,0.12518527,40.308613,2013-11-05
train,2898,1,2.9847732,42.040478,2013-11-10
train,2899,1,2.9847732,43.1682,2013-09-18
train,2900,1,3.770153,43.631374,2014-05-12
train,2901,1,-0.5595048,39.734684,2014-05-13
train,2902,1,4.3239465,44.58793,2014-05-14
train,2903,1,0.69911665,40.993305,2014-06-15
train,2904,1,2.4813247,43.289032,2014-07-16
train,2905,1,-0.5997807,39.432613,2014-04-21
train,2906,1,-0.44874611,39.785027,2014-02-03
train,2907,1,2.7129111,42.735237,2015-07-20
train,2908,1,6.8915343,43.711926,2015-07-29
train,2909,1,0.034564525,38.7882,2015-07-22
train,2910,1,-0.13660799,38.828476,2015-05-13
train,2911,1,-0.5292979,39.785027,2015-05-15
train,2912,1,4.09236,44.356342,2015-07-20
train,2913,1,3.3069804,43.530685,2015-07-01
train,2914,1,2.8941524,43.178272,2016-07-13
train,2915,1,-0.3077805,39.905857,2016-07-24
train,2916,1,2.8337386,43.30917,2016-07-12
train,2917,1,6.1061544,43.48034,2016-07-17
train,2918,1,5.3308434,43.429996,2016-08-09
train,2919,1,4.867671,43.419926,2016-08-09
train,2920,1,4.907947,43.440063,2016-08-03
train,2921,1,2.8438077,43.57096,2016-09-10
train,2922,1,-0.6400566,39.039925,2016-06-14
train,2923,1,-0.39840126,39.090267,2016-06-15
train,2924,1,2.028221,41.91965,2016-07-17
train,2925,1,2.5417385,42.674824,2016-08-10
train,2926,1,3.2465665,43.500477,2016-08-09
train,2927,1,2.7129111,42.89634,2016-09-04
train,2928,1,-0.51922894,39.795097,2017-06-27
train,2929,1,6.4283614,43.70186,2017-06-15
train,2930,1,-0.43867716,39.805164,2017-06-28
train,2931,1,2.8035316,43.09772,2017-07-24
train,2932,1,5.300637,43.58103,2017-07-14
train,2933,1,6.4686375,43.691788,2017-10-07
train,2934,1,5.6329126,43.68172,2017-07-23
train,2935,1,4.464912,43.70186,2017-10-23
train,2936,1,3.2264285,44.044205,2017-10-10
train,2937,1,0.578289,40.93289,2017-07-26
train,2938,1,5.8040853,43.560894,2017-07-23
train,2939,1,6.186706,43.137997,2017-09-01
train,2940,1,-0.04598725,40.328754,2017-12-28
train,2941,1,2.3202212,41.50682,2017-07-17
train,2942,1,5.6329126,43.40986,2017-07-25
train,2943,1,3.5385666,43.943512,2017-10-02
train,2944,1,-0.3077805,38.959373,2018-08-05
train,2945,1,4.817326,43.500477,2018-02-03
train,2946,1,6.4082236,43.641445,2018-10-23
train,2947,1,2.9847732,43.38972,2019-08-13
train,2948,1,6.0356717,43.81262,2019-07-24
train,2949,1,2.4309797,42.68489,2019-02-21
train,2950,1,4.4145675,44.45703,2019-09-17
train,2951,1,2.7632558,43.11786,2019-07-14
train,2952,1,2.4913936,43.127926,2019-08-13
train,2953,1,6.438431,44.15496,2019-03-24
train,2954,1,6.1061544,44.205307,2019-01-14
train,2955,1,7.072776,43.732063,2019-01-26
train,2956,1,4.3541536,43.70186,2019-07-29
train,2957,1,3.790291,44.55772,2019-02-26
train,2958,1,7.2439485,43.99386,2019-02-24
train,2959,1,7.1936035,44.024067,2019-03-16
train,2960,1,6.3981547,43.651512,2019-07-01
train,2961,1,7.0828447,44.05427,2019-02-27
train,2962,1,7.1835346,44.00393,2019-03-05
train,2963,1,0.6084959,41.275234,2019-06-25
train,2964,1,0.6890477,40.92282,2019-06-09
train,2965,1,4.3440843,44.527515,2019-07-12
train,2966,1,6.267258,44.114685,2019-08-09
train,2967,1,2.5618765,42.594273,2019-02-26
train,2968,1,2.8840835,43.30917,2019-09-05
train,2969,1,4.4749813,44.678547,2019-02-27
train,2970,1,7.5258794,44.034134,2019-03-21
train,2971,1,14.886298,37.861855,2006-06-22
train,2972,1,15.339401,40.832203,2007-08-01
train,2973,1,16.003954,38.063232,2007-07-22
train,2974,1,15.903264,38.214268,2007-08-21
train,2975,1,15.480368,40.73151,2007-08-26
train,2976,1,14.926574,37.881992,2007-08-08
train,2977,1,15.812643,40.791924,2007-08-19
train,2978,1,16.13485,40.107235,2007-08-29
train,2979,1,16.598022,38.97951,2007-07-21
train,2980,1,16.598022,39.039925,2007-07-21
train,2981,1,15.45016,40.399235,2007-08-25
train,2982,1,13.899539,37.79137,2007-07-23
train,2983,1,13.808918,37.771233,2007-07-18
train,2984,1,15.047401,37.922268,2007-07-22
train,2985,1,16.12478,39.85551,2007-07-17
train,2986,1,15.05747,37.892063,2007-08-23
train,2987,1,15.94354,40.006546,2007-08-25
train,2988,1,15.963677,39.88572,2007-08-26
train,2989,1,15.289057,38.01289,2007-07-13
train,2990,1,15.047401,37.851784,2007-07-21
train,2991,1,15.75223,40.681168,2007-08-22
train,2992,1,15.913333,39.86558,2007-08-22
train,2993,1,16.44699,39.060062,2007-07-22
train,2994,1,15.963677,39.98641,2007-07-22
train,2995,1,15.15816,37.98268,2007-08-29
train,2996,1,16.366436,39.170822,2007-08-23
train,2997,1,14.4029875,37.660477,2007-07-18
train,2998,1,16.024092,40.127373,2007-07-22
train,2999,1,16.03416,39.59372,2007-08-30
train,3000,1,15.389747,40.419373,2007-08-20
train,3001,1,16.658438,38.99965,2007-07-23
train,3002,1,16.13485,39.9562,2007-09-01
train,3003,1,16.185196,39.85551,2007-08-31
train,3004,1,15.913333,40.45965,2007-09-16
train,3005,1,16.255678,39.895786,2007-09-22
train,3006,1,16.638298,39.432613,2007-07-23
train,3007,1,15.94354,38.173992,2008-09-11
